Технические регламенты;Группа продукции;RAZDEL;GRUPPA;TOV_POZ;pmi_Технические регламенты/Группа продукции;pmi_Технические регламенты/RAZDEL;pmi_Технические регламенты/GRUPPA;pmi_Технические регламенты/TOV_POZ;pmi_Группа продукции/RAZDEL;pmi_Группа продукции/GRUPPA;pmi_Группа продукции/TOV_POZ;pmi_RAZDEL/GRUPPA;pmi_RAZDEL/TOV_POZ;pmi_GRUPPA/TOV_POZ
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Свитеры, джемперы, жакеты, юбки, брюки, костюмы, рейтузы, полукомбинезоны, комбинезоны, шорты, платья, комплекты, блузки, сорочки верхние, жилеты и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;11;62;10;1.7515981292020402;0.8845495389061413;0.8997668560024756;1.1221483089281623;0.980050163158613;-0.16024635878441051;2.3116942629957102;1.5082906447465319;0.9393111293164581;-0.8364524901843048
ТР ТС 010/2011 О безопасности машин и оборудования;Машины сельскохозяйственные;-1;-1;-1;3.000922884074711;-1.2515939431885263;-1.472228135132498;-1.472228135132498;-2.004952689689097;-1.8874739555543953;-1.8874739555543953;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Водонагреватели;16;85;16;0.9713447848823551;0.7189376181930525;0.8662843384684217;0.8440090335305385;0.9056275001309492;1.3925646302713914;2.8574337442490845;0.9055687370928833;0.792410682454147;1.3164622240992667
ТР ТС 004/2011 О безопасности низковольтного оборудования;Водонагреватели;16;85;16;1.0225172803577538;0.7666001940026282;1.016240944703708;0.8920133801044179;0.9056275001309492;1.3925646302713914;2.8574337442490845;0.9055687370928833;0.792410682454147;1.3164622240992667
ТР ТС 004/2011 О безопасности низковольтного оборудования;Розетки;16;85;36;1.5428837116935137;0.7666001940026282;1.016240944703708;1.36986031315203;0.878959253048788;1.4159068037638913;3.49114710786887;0.9055687370928833;0.9056275001309492;1.3680359343894954
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Увлажнители, испарители, осушители;16;84;21;1.0773830369266788;0.7189376181930525;0.4660828503438706;0.30691177293219063;0.9004861006305306;-0.31105655792009396;1.5457777185942074;0.9056275001309492;0.6506767042066592;1.3937327807866082
ТР ТС 004/2011 О безопасности низковольтного оборудования;Увлажнители, испарители, осушители;16;84;21;0.9183770211051568;0.7666001940026282;0.2574408400171926;0.13342229129208868;0.9004861006305306;-0.31105655792009396;1.5457777185942074;0.9056275001309492;0.6506767042066592;1.3937327807866082
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Воздухоочистители, кухонные вытяжки;16;84;21;1.0365610424064238;0.7189376181930525;0.4660828503438706;0.30691177293219063;0.8731043084253892;1.3683737263340412;3.7458553649128334;0.9056275001309492;0.6506767042066592;1.3937327807866082
ТР ТС 004/2011 О безопасности низковольтного оборудования;Воздухоочистители, кухонные вытяжки;16;84;21;0.9741270362096487;0.7666001940026282;0.2574408400171926;0.13342229129208868;0.8731043084253892;1.3683737263340412;3.7458553649128334;0.9056275001309492;0.6506767042066592;1.3937327807866082
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Электронасосы для питьевой воды, водоснабжения, водяного отопления, сточных вод (индивидуальные дома, коттеджи);16;84;13;1.0384869464024453;0.7189376181930525;0.4660828503438706;0.4858507443248118;0.8925554185635964;1.7575718619783338;4.472371664912283;0.9056275001309492;0.7173061861974687;1.5189207376898284
ТР ТС 018/2011 О безопасности колесных транспортных средств;Категория N3 - Транспортные средства, предназначенные для перевозки грузов, имеющие технически допустимую максимальную массу более 12 т;17;87;4;2.656073236175572;2.465426969495586;2.4651269051822537;-0.03561471346085868;3.4194013941444217;3.417848196835022;1.5942314881430601;3.524998920885851;0.9465517990266801;0.9449986017172803
ТР ТС 004/2011 О безопасности низковольтного оборудования;Электрообогреватели, применяемые при разведении животных и выращивании растений, электроприборы для отопления (нагрева, обогрева) комнатных помещений, электрорадиаторы, тепловентиляторы, конвекторы;-1;-1;-1;1.0947508377171253;-0.8892762032844909;-0.8124280577933;-0.8124280577933;-2.366454674376145;-2.2489759402414435;-2.2489759402414435;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 010/2011 О безопасности машин и оборудования;крепи металлические для подготовительных выработок;15;73;8;3.0068052539777774;-1.0536377565686417;-0.3122749593988787;-1.7396250020064945;3.674171380877549;3.604603961830983;2.953092815628426;3.579665013483731;1.6671897474530495;1.5696662511398938
ТР ТС 018/2011 О безопасности колесных транспортных средств;Колеса транспортных средств;17;87;8;2.656073236175572;2.465426969495586;2.4651269051822537;0.436749984469677;3.576767040937828;3.5752138436284286;3.0283162368660133;3.524998920885851;1.394478527718759;1.3929253304093594
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Душевые кабины, туалеты (при подключении к сети переменного тока – освещение, подогрев);18;90;19;1.0128445157891077;0.6878553909245162;0.619196384185728;0.6194741125642883;3.5695148427215164;3.62303448311215;4.021097632924646;3.9021284755001315;2.942406321751091;2.9959259621417247
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Душевые кабины, туалеты (при подключении к сети переменного тока - освещение, подогрев);18;90;19;1.046746067464789;0.6878553909245162;0.619196384185728;0.6194741125642883;3.3314826789135563;3.3850023193041894;3.783065469116686;3.9021284755001315;2.942406321751091;2.9959259621417247
ТР ТС 004/2011 О безопасности низковольтного оборудования;Душевые кабины, туалеты (при подключении к сети переменного тока – освещение, подогрев);18;90;19;0.9984197287786933;0.6027654912347882;0.5711738122091369;0.29638360080150206;3.5695148427215164;3.62303448311215;4.021097632924646;3.9021284755001315;2.942406321751091;2.9959259621417247
ТР ТС 004/2011 О безопасности низковольтного оборудования;Душевые кабины, туалеты (при подключении к сети переменного тока - освещение, подогрев);18;90;19;0.9633284089674231;0.6027654912347882;0.5711738122091369;0.29638360080150206;3.3314826789135563;3.3850023193041894;3.783065469116686;3.9021284755001315;2.942406321751091;2.9959259621417247
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Костюмы женские для защиты от пониженных температур (в том числе отдельными предметами: куртка, брюки, полукомбинезон);11;62;4;3.787040401731503;1.143034137454888;2.315322429801867;0.2992285472325767;1.502979683579071;2.7744937597014325;0.734109651037544;1.5082906447465319;-0.0033818947151620943;0.6706163535983235
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Костюмы мужские для защиты от пониженных температур (в том числе отдельными предметами: куртка, брюки, полукомбинезон);11;62;4;3.787040401731503;1.143034137454888;2.315322429801867;0.2992285472325767;1.4846796066059658;2.761815492802413;0.03150536428527841;1.5082906447465319;-0.0033818947151620943;0.6706163535983235
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Костюмы женские для защиты от пониженных температур (в том числе отдельными предметами: куртка, брюки, полукомбинезон);11;62;3;3.787040401731503;1.143034137454888;2.315322429801867;0.6603557066569659;1.502979683579071;2.7744937597014325;0.15630190962027385;1.5082906447465319;-0.5860089225683812;0.051711384092798095
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Костюмы мужские для защиты от пониженных температур (в том числе отдельными предметами: куртка, брюки, полукомбинезон);11;62;3;3.787040401731503;1.143034137454888;2.315322429801867;0.6603557066569659;1.4846796066059658;2.761815492802413;0.6425049906736724;1.5082906447465319;-0.5860089225683812;0.051711384092798095
ТР ТС 004/2011 О безопасности низковольтного оборудования;Выключатели и переключатели универсальные, малогабаритные, крестовые, ползунковые, ключи;16;85;36;1.6450468937037457;0.7666001940026282;1.016240944703708;1.36986031315203;0.9056275001309492;1.4425750508460529;3.6023727429790946;0.9055687370928833;0.9056275001309492;1.3680359343894954
ТР ТС 025/2012 О безопасности мебельной продукции;Мебель детская (столы, стулья, кровати, манежи, ящики для игрушек, кресла, диваны, шкафы, тумбы, табуреты, скамьи, матрацы, диван-кровати и другие изделия);20;94;1;4.501412083280444;2.0544975283405043;3.639852770258648;3.379103640184068;2.0916462739040007;3.677001515822144;3.4859888929864344;2.1974051165935826;1.4644448536554624;3.0498000955736058
ТР ТС 018/2011 О безопасности колесных транспортных средств;Теплообменники и термостаты;17;87;8;2.656073236175572;2.465426969495586;2.4651269051822537;0.436749984469677;2.9833378886366275;2.9817846913272277;2.4348870845648127;3.524998920885851;1.394478527718759;1.3929253304093594
ТР ТС 004/2011 О безопасности низковольтного оборудования;Устройства для зарядки аккумуляторов;16;85;44;1.0023336280998296;0.7666001940026282;1.016240944703708;1.4797755393177385;0.8818168514372307;1.4147402518526089;-1.799739982251386;0.9055687370928833;0.9056275001309492;1.4425750508460529
ТР ТС 004/2011 О безопасности низковольтного оборудования;Удлинители, в том числе удлинители с фильтрами;16;85;44;1.4798086802495543;0.7666001940026282;1.016240944703708;1.4797755393177385;0.8507117425348345;1.3876592932499379;4.286861238978175;0.9055687370928833;0.9056275001309492;1.4425750508460529
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Костюмы мужские и женские для защиты от механических воздействий, воды и щелочей;11;62;10;3.787040401731503;1.143034137454888;2.315322429801867;-0.15379430093518862;1.5168367182404974;2.689347653358072;2.887058407899272;1.5082906447465319;0.9393111293164581;-0.8364524901843048
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Костюмы мужские для защиты от нефти и нефтепродуктов;11;62;10;3.787040401731503;1.143034137454888;2.315322429801867;-0.15379430093518862;1.5168367182404974;2.807130689014455;0.2720986298630738;1.5082906447465319;0.9393111293164581;-0.8364524901843048
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Одежда специальная сигнальная повышенной видимости;11;62;10;3.787040401731503;1.143034137454888;2.315322429801867;-0.15379430093518862;1.4936696589589629;2.760247103115605;0.20908566203433981;1.5082906447465319;0.9393111293164581;-0.8364524901843048
ТР ТС 012/2011 О безопасности оборудования для работы во взрывоопасных средах;Электрическое (электрооборудование) и неэлектрическое оборудование для работы во взрывоопасных средах, применяемое на опасных производственных объектах, за исключением изделий медицинского назначения, оборудования, при эксплуатации которого опасность взрыва возникает только из-за наличия взрывоопасных веществ и нестойких химических соединений, оборудования, предназначенного для бытового и непроизводственного применения в условиях, когда взрывоопасная среда образуется вследствие непредвиденной утечки горючего газа, средств индивидуальной защиты, морских судов и морских платформ, кроме электрооборудования, находящегося на их борту во взрывоопасных зонах, транспортных средств общего пользования, предназначенных для перевозки пассажиров и грузов воздушным, наземным, железнодорожным или водным транспортом, ядерного оружия, исследовательских установок организаций ядерно- оборонного комплекса и связанных с ними процессами проектирования (разработки), производства, монтажа, наладки, эксплуатации, хранения, перевозки и утилизации;16;84;15;4.0975904007733375;0.4899582218485431;0.7934253854048349;-1.0803221752703813;0.48551327180655307;0.7767692220522633;-1.0692629387764063;0.9056275001309492;-0.7901595763086838;-0.033484896643296416
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Акустические системы;16;85;19;1.363896202173478;0.7189376181930525;0.8662843384684217;0.6194741125642883;0.8867590158265664;1.42370656654167;1.7843852840813086;0.9055687370928833;0.394064141178419;-0.20519901033159474
ТР ТС 004/2011 О безопасности низковольтного оборудования;Пускатели электромагнитные (кроме пускателей электромагнитных морских и взрывозащищенных);16;85;36;1.6915669093386387;0.7666001940026282;1.016240944703708;1.36986031315203;0.9056275001309492;1.4425750508460529;3.468841350354572;0.9055687370928833;0.9056275001309492;1.3680359343894954
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Мультимедийные проекторы;16;85;28;1.0128445157891077;0.7189376181930525;0.8662843384684217;0.8688290578558926;0.8664067869776679;1.4033543376927713;3.6683427517825775;0.9055687370928833;0.8622555679774213;1.2267616704982773
ТР ТС 004/2011 О безопасности низковольтного оборудования;Мультимедийные проекторы;16;85;28;0.9984197287786933;0.7666001940026282;1.016240944703708;0.8048294852156281;0.8664067869776679;1.4033543376927713;3.6683427517825775;0.9055687370928833;0.8622555679774213;1.2267616704982773
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Пижамы, кальсоны, панталоны, фуфайки, комбинации, купальные изделия, трусы, майки и аналогичные изделия, заявленные изготовителем как предназначенные для детей старше 3 лет и подростков;11;61;11;1.7515981292020402;0.8845495389061413;0.9395679238746881;-0.3114801939245588;1.2728660788791326;1.6734269023167263;-3.115708493650319;1.5166412530326818;0.4408323462502589;-0.5230256028614777
ТР ТС 017/2011 О безопасности продукции легкой промышленности;Белье столовое и кухонное;-1;-1;-1;2.028612160029454;0.26463701963804065;0.3780479515534164;0.3780479515534164;1.4290345147960497;1.5465132489307507;1.5465132489307507;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 010/2011 О безопасности машин и оборудования;Средства малой механизации садово-огородного и лесохозяйственного применения механизированные, в том числе электрические;17;87;1;2.442189455625649;0.3615108979069713;0.3599577005975717;-0.4258369603920359;0.5157369859462198;0.5141837886368199;1.4703162231273919;3.524998920885851;1.4512818671291814;1.389104048003347
ТР ТС 007/2011 О безопасности продукции, предназначенной для детей и подростков;Носки, получулки 2-го слоя и аналогичные изделия, заявленные изготовителем как предназначенные для детей и подростков;-1;-1;-1;1.7515981292020402;0.8861658145613761;0.9328791508957066;0.9328791508957066;-0.5858685057462152;-0.46838977161151385;-0.46838977161151385;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 032/2013 О безопасности оборудования, работающего под избыточным давлением;Показывающие и предохранительные устройства;16;84;81;3.352166969872428;0.10838110321850411;0.9819633076613031;2.8668262524284875;0.5283332689894812;1.406594939154239;4.0017972342786114;0.9056275001309492;0.9056275001309492;1.7838891702957071
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Балка надрессорная грузового вагона;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Оси вагонные чистовые;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 032/2013 О безопасности оборудования, работающего под избыточным давлением;Сосуды, предназначенные для газов, сжиженных газов, растворенных под давлением, и паров, используемые для рабочих сред группы 1 и имеющие максимально допустимое рабочее давление свыше 0,05 МПа, вместимость более 0,001 м и произведение значения максимально допустимого рабочего давления на значение вместимости, составляющее свыше 0,0025 МПа • m^3 (категория 3я);-1;73;11;3.4110074698953614;0.4732706188900056;2.9297982708489023;0.5864397128319995;1.28308060217297;2.854298367431089;1.9384119123856756;0.4681092455682497;-0.5573358997106441;1.038641066311206
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Тележки двухосные для грузовых вагонов;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Оси черновые для железнодорожного подвижного состава;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Платформы;17;86;6;5.818625922233704;3.1878245734654644;5.3728869149876;2.777681305858165;3.619326655356624;5.755256308301115;4.45477786676608;3.17358764811052;0.6507027005607112;2.786632353505202
ТР ТС 025/2012 О безопасности мебельной продукции;Мебель для учебных заведений;20;94;1;4.505002751411173;2.0544975283405043;3.639852770258648;3.379103640184068;1.9917361958026367;3.57709143772078;3.1349677979324837;2.1974051165935826;1.4644448536554624;3.0498000955736058
ТР ТС 025/2012 О безопасности мебельной продукции;Мебель для учебных заведений;20;94;3;4.505002751411173;2.0544975283405043;3.639852770258648;1.4899986160130494;1.9917361958026367;3.57709143772078;1.658546125314887;2.1974051165935826;1.9115332279697812;0.900320653535465
ТР ТС 025/2012 О безопасности мебельной продукции;Мебель для дошкольных учреждений;20;94;3;4.505002751411173;2.0544975283405043;3.639852770258648;1.4899986160130494;1.905698893842076;3.491054135760219;1.5739414883558223;2.1974051165935826;1.9115332279697812;0.900320653535465
ТР ТС 025/2012 О безопасности мебельной продукции;Мебель для дошкольных учреждений;20;94;1;4.505002751411173;2.0544975283405043;3.639852770258648;3.379103640184068;1.905698893842076;3.491054135760219;2.9882786287974143;2.1974051165935826;1.4644448536554624;3.0498000955736058
ТР ТС 025/2012 О безопасности мебельной продукции;Мебель для дошкольных учреждений;-1;-1;-1;4.505002751411173;0.10602160362367892;0.22350033775838027;0.22350033775838027;0.7478635252828201;0.8653422594175213;0.8653422594175213;2.122181695355995;2.122181695355995;2.239660429490696
ТР ЕАЭС 043/2017 О требованиях к средствам обеспечения пожарной безопасности и пожаротушения;Средства огнезащиты древесины и материалов на ее основе;6;38;24;3.694631038420755;2.7032642801062425;3.657760502612427;3.0184464850803887;4.693685291313354;5.655410973331398;4.587428950611532;4.634545580456757;3.531116808741142;4.588152670563511
ТР ТС 018/2011 О безопасности колесных транспортных средств;Упругие элементы подвески (рессоры листовые, пружины, торсионы подвески, стабилизаторы поперечной устойчивости, пневматические упругие элементы);15;73;20;2.656073236175572;-0.9753741688524885;-0.9775003071035218;1.239007216388928;2.875663684659777;2.806096265613211;6.0786564633549744;3.579665013483731;3.036286878992653;2.966719459946087
ТР ТС 010/2011 О безопасности машин и оборудования;конвейеры шахтные ленточные;16;84;25;2.456758917058506;0.8099240950315538;1.6813640333153872;1.5384459398035828;0.9056275001309492;1.7838891702957071;1.7219476366653832;0.9056275001309492;0.6975218261812801;0.5560651501475912
ТР ТС 010/2011 О безопасности машин и оборудования;Оборудование подъемно-транспортное, краны грузоподъемные;16;84;25;3.0004358056922977;0.8099240950315538;1.6813640333153872;1.5384459398035828;0.7985017589485537;1.6767634291133118;2.362965751790382;0.9056275001309492;0.6975218261812801;0.5560651501475912
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Низковольтное оборудование, не включенное в Перечень продукции, подлежащей сертификации к ТР ТС 004/2011;16;84;22;0.8884766015052402;0.7189376181930525;0.4660828503438706;0.4726050068168237;0.6592446352841181;0.36113876721482896;2.011236801404268;0.9056275001309492;0.23823281567341856;1.1164944858381767
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Технические средства, не включенные в Перечень продукции, подлежащей сертификации к ТР ТС 020/2011;16;84;22;1.133298798979325;0.7189376181930525;0.4660828503438706;0.4726050068168237;0.3824987607773423;-0.10448052097995812;0.8724709993562052;0.9056275001309492;0.23823281567341856;1.1164944858381767
ТР ТС 004/2011 О безопасности низковольтного оборудования;Низковольтное оборудование, не включенное в Перечень продукции, подлежащей сертификации к ТР ТС 004/2011;16;84;22;1.093946851853204;0.7666001940026282;0.2574408400171926;0.4581802198064093;0.6592446352841181;0.36113876721482896;2.011236801404268;0.9056275001309492;0.23823281567341856;1.1164944858381767
ТР ТС 004/2011 О безопасности низковольтного оборудования;Технические средства, не включенные в Перечень продукции, подлежащей сертификации к ТР ТС 020/2011;16;84;22;0.46947138037182223;0.7666001940026282;0.2574408400171926;0.4581802198064093;0.3824987607773423;-0.10448052097995812;0.8724709993562052;0.9056275001309492;0.23823281567341856;1.1164944858381767
ТР ТС 010/2011 О безопасности машин и оборудования;Средства малой механизации садово-огородного и лесохозяйственного применения механизированные, в том числе электрические;16;84;30;2.442189455625649;0.8099240950315538;1.6813640333153872;2.047548486220179;0.835921870238912;1.6898250965716295;2.715036252823299;0.9056275001309492;0.35993305071413456;1.081352249385923
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Аппараты электрические и электромеханические, элементы коммутации для цепей управления электротехническими установками;16;85;37;0.429698230443491;0.7189376181930525;0.8662843384684217;0.8366723347753148;0.768768317413752;1.2786871957409363;2.57502405322395;0.9055687370928833;0.9056275001309492;1.4378592967571104
ТР ТС 004/2011 О безопасности низковольтного оборудования;Аппараты электрические и электромеханические, элементы коммутации для цепей управления электротехническими установками;16;85;37;1.3643539981302224;0.7666001940026282;1.016240944703708;1.0705093859134962;0.768768317413752;1.2786871957409363;2.57502405322395;0.9055687370928833;0.9056275001309492;1.4378592967571104
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Перчатки;8;42;3;3.787040401731503;3.1404132368064506;3.1510516350115063;0.6603557066569659;4.844242633527803;4.832408175880801;0.29904995734972056;6.729974489718523;1.6897986688189914;1.657761503854469
ТР ТС 019/2011 О безопасности средств индивидуальной защиты;Средства индивидуальной защиты органов дыхания (в том числе фильтрующие) от радиоактивных веществ;11;63;7;3.787040401731503;1.143034137454888;0.5131824424459492;0.06811682626919005;0.823689537680552;3.388955400920961;2.860508175805151;1.5168367182404974;1.0765661716822457;0.6706637057665542
ТР ТС 028/2012 О безопасности взрывчатых веществ и изделий на их основе;Вещества взрывчатые бризантные промышленного назначения;-1;36;2;6.718693818600972;2.098924833191728;5.611984319700243;3.4027777096906635;2.122181695355995;5.671173191090573;3.4378690295019334;1.015472196455266;-1.217831965133374;2.3311595306012043
ТР ТС 012/2011 О безопасности оборудования для работы во взрывоопасных средах;Электрическое (электрооборудование) и неэлектрическое оборудование для работы во взрывоопасных средах, применяемое на опасных производственных объектах, за исключением изделий медицинского назначения, оборудования, при эксплуатации которого опасность взрыва возникает только из-за наличия взрывоопасных веществ и нестойких химических соединений, оборудования, предназначенного для бытового и непроизводственного применения в условиях, когда взрывоопасная среда образуется вследствие непредвиденной утечки горючего газа, средств индивидуальной защиты, морских судов и морских платформ, кроме электрооборудования, находящегося на их борту во взрывоопасных зонах, транспортных средств общего пользования, предназначенных для перевозки пассажиров и грузов воздушным, наземным, железнодорожным или водным транспортом, ядерного оружия, исследовательских установок организаций ядерно- оборонного комплекса и связанных с ними процессами проектирования (разработки), производства, монтажа, наладки, эксплуатации, хранения, перевозки и утилизации;18;90;31;4.0975904007733375;2.574811690646586;2.6315939766720358;2.3101572239675465;2.5858709271405615;2.642653213166011;2.3212164604615215;3.9021284755001315;2.3167518742261484;2.370271514616782
ТР ТС 020/2011 Электромагнитная совместимость технических средств;Аппараты электрические и электромеханические, элементы коммутации для цепей управления электротехническими установками;18;90;32;0.429698230443491;0.6878553909245162;0.619196384185728;0.13901569914945922;1.6690670677429607;1.722586708133594;2.1787196708465877;3.9021284755001315;3.1960234536648042;3.2495430940554377
ТР ТС 004/2011 О безопасности низковольтного оборудования;Аппараты электрические и электромеханические, элементы коммутации для цепей управления электротехническими установками;18;90;32;1.3643539981302224;0.6027654912347882;0.5711738122091369;0.322704715387419;1.6690670677429607;1.722586708133594;2.1787196708465877;3.9021284755001315;3.1960234536648042;3.2495430940554377
ТР ТС 004/2011 О безопасности низковольтного оборудования;Технические средства, не включенные в Перечень продукции, подлежащей сертификации к ТР ТС 020/2011;18;90;32;0.46947138037182223;0.6027654912347882;0.5711738122091369;0.322704715387419;1.4500334304824647;1.4805635526483991;1.2104493863751031;3.9021284755001315;3.1960234536648042;3.2495430940554377
ТР ТС 032/2013 О безопасности оборудования, работающего под избыточным давлением;Сосуды, предназначенные для газов, сжиженных газов, растворенных под давлением, и паров, используемые для рабочих сред группы 1 и имеющие максимально допустимое рабочее давление свыше 0,05 МПа, вместимость более 0,001 м и произведение значения максимально допустимого рабочего давления на значение вместимости, составляющее свыше 0,0025 МПа • m^3 (категория 4я);17;86;6;3.4061174846011695;-3.4611206314436243;-1.3251909784991338;1.9282074715663724;-1.0105361432218387;1.1253935097226517;-0.17508493181238283;3.17358764811052;0.6507027005607112;2.786632353505202
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Вагоны-цистерны;17;86;6;5.818625922233704;3.1878245734654644;5.3728869149876;2.777681305858165;3.619326655356624;5.755256308301115;4.45477786676608;3.17358764811052;0.6507027005607112;2.786632353505202
ТР ТС 018/2011 О безопасности колесных транспортных средств;Шлемы защитные для водителей и пассажиров мотоциклов и мопедов;12;65;6;2.656073236175572;-1.5966458769899716;-0.019351737610561137;-0.6725534526517476;3.636045958085682;5.2133400974650925;4.45477786676608;3.5782871239334897;1.0005664498183076;2.5778605891977184
ТР ТС 018/2011 О безопасности колесных транспортных средств;Категория N1 - Транспортные средства, предназначенные для перевозки грузов, имеющие технически допустимую максимальную массу не более 3,5 т;-1;-1;-1;2.656073236175572;0.2503795184544034;0.345765086272399;0.345765086272399;0.12672580974925182;0.24420454388395296;0.24420454388395296;2.122181695355995;2.122181695355995;2.239660429490696
ТР ТС 018/2011 О безопасности колесных транспортных средств;Категория N2 - Транспортные средства, предназначенные для перевозки грузов, имеющие технически допустимую максимальную массу свыше 3,5 т, но не более 12 т;17;87;4;2.656073236175572;2.465426969495586;2.4651269051822537;-0.03561471346085868;3.3893102247546523;3.387757027445253;2.1158273451300227;3.524998920885851;0.9465517990266801;0.9449986017172803
ТР ТС 018/2011 О безопасности колесных транспортных средств;Категория N1 - Транспортные средства, предназначенные для перевозки грузов, имеющие технически допустимую максимальную массу не более 3,5 т;17;87;4;2.656073236175572;2.465426969495586;2.4651269051822537;-0.03561471346085868;3.473200090799414;3.471646893490014;1.9259242508836705;3.524998920885851;0.9465517990266801;0.9449986017172803
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Электродвигатели и генераторы главного привода и тягового оборудования для тепловозов;16;85;1;5.818625922233704;-0.963840953424422;-0.5561051341893247;1.6058251503143153;0.9056275001309492;1.4425750508460529;4.5739058925377964;0.9055687370928833;-1.2391604259322262;-0.7022128752171227
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Выключатели автоматические быстродействующие и главные выключатели для электроподвижного состава;16;85;35;5.41316081412554;-0.963840953424422;-0.5561051341893247;4.768803797735027;0.9056275001309492;1.4425750508460529;8.188869663701565;0.9055687370928833;0.9056275001309492;1.4425750508460529
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Колесные пары локомотивные и моторвагонного подвижного состава;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Оси локомотивные и моторвагонного подвижного состава чистовые;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Электровозы магистральные постоянного тока;17;86;1;5.818625922233704;3.1878245734654644;5.3728869149876;1.6058251503143153;3.619326655356624;5.755256308301115;4.5739058925377964;3.17358764811052;1.4512818671291814;0.7539981760174558
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Центры колесные литые для железнодорожного подвижного состава (отливки, чистовые);17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Колеса составные чистовые локомотивов и моторвагонного подвижного состава;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Электровозы магистральные двухсистемные (переменного и постоянного тока);17;86;1;5.818625922233704;3.1878245734654644;5.3728869149876;1.6058251503143153;3.619326655356624;5.755256308301115;4.5739058925377964;3.17358764811052;1.4512818671291814;0.7539981760174558
ТР ТС 001/2011 О безопасности железнодорожного подвижного состава;Колеса зубчатые цилиндрические тяговых передач железнодорожного подвижного состава;17;86;7;5.818625922233704;3.1878245734654644;5.3728869149876;2.860508175805151;3.619326655356624;5.755256308301115;3.5536553563650966;3.17358764811052;0.5834999246007551;2.688657918878492
